FID,OBJECTID,AWNING,CROSS_STRE,ON_STREET,Lat,Lon,Type,Name,Address
343,4899,NO,Palm Ave SW,California Ave SW,47.58704322,-122.3861947, , , 
344,4900,NO,SW Hill St,California Ave SW,47.58556958,-122.3862483, , , 
345,4901,YES,SW Admiral Way,California Ave SW,47.58142917,-122.3864206, , , 
346,4902,YES,SW Walker St,California Ave SW,47.58375421,-122.3865227, , , 
347,4903,NO,S Americus St,S Columbian Way,47.56047243,-122.3012737, , , 
348,4904,NO,Martin L King Jr Way S,S Alaska St,47.56090435,-122.2939611, , , 
349,4905,NO,S Massachusetts St,23rd Ave S,47.58804383,-122.3026873, , , 
350,4906,NO,S Judkins St,23rd Ave S,47.59161822,-122.3024896, , , 
351,4907,NO,S Dearborn St,23rd Ave S,47.59531817,-122.3023073, , , 
352,4908,NO,E Union St,23rd Ave,47.61269236,-122.3028032, , , 
353,4909,NO,E Pine St,23rd Ave,47.61511272,-122.3027418, , , 
354,4910,NO,S Snoqualmie St,50th Ave S,47.56183893,-122.2707985, , , 
355,4911,NO,S Genesee St,50th Ave S,47.56380539,-122.2708113, , , 
356,4912,NO,48th Ave S,S Genesee St,47.56403147,-122.273256, , , 
357,4913,NO,46th Ave S,S Genesee St,47.56402389,-122.275419, , , 
358,4914,NO,45th Ave S,S Genesee St,47.56401812,-122.2771722, , , 
359,4915,NO,42nd Ave S,S Genesee St,47.56400566,-122.2804132, , , 
360,4916,NO,38th Ave S,S Genesee St,47.56404711,-122.2850035, , , 
361,4917,NO,36th Ave S,S Genesee St,47.56402913,-122.2871534, , , 
362,4918,NO,37th Ave S,S Genesee St,47.56417764,-122.2857594, , , 
363,4919,NO,20th Ave NE,Lake City Way NE,47.69086544,-122.307497, , , 
364,4920,NO,41st Ave S,S Genesee St,47.56420846,-122.2820364, , , 
365,4921,NO,45th Ave S,S Genesee St,47.56415474,-122.2773158, , , 
366,4922,NO,47th Ave S,S Genesee St,47.56416319,-122.2748125, , , 
367,4923,NO,48th Ave S,S Genesee St,47.56416838,-122.2733026, , , 
368,4924,NO,50th Ave S,S Genesee St,47.56417409,-122.2714441, , , 
369,4925,NO,S Oregon St,50th Ave S,47.56315352,-122.2706046, , , 
370,4926,NO,S Alaska St,50th Ave S,47.56078982,-122.2705897, , , 
371,4927,NO,S Ferdinand St,50th Ave S,47.55844774,-122.2705702, , , 
372,4928,NO,51st Ave S,S Dawson St,47.55491217,-122.2696299, , , 
373,4929,NO,SW Hill St,California Ave SW,47.58545042,-122.386455, , , 
374,4930,NO,56th Ave S,Seward Park Ave S,47.55299348,-122.2634629, , , 
375,4931,NO,S Orcas St,Seward Park Ave S,47.55123909,-122.2621506, , , 
376,4932,NO,S Juneau St,Seward Park Ave S,47.5499238,-122.2588818, , , 
377,4933,NO,Lakeshore Dr S,Seward Park Ave S,47.54878016,-122.2590416, , , 
378,4934,NO,S Hawthorne Rd,Seward Park Ave S,47.54775374,-122.2601834, , , 
379,4935,NO,57th Ave S,Seward Park Ave S,47.54631336,-122.2619094, , , 
380,4936,NO,S Holly St,Seward Park Ave S,47.54233512,-122.2644881, , , 
381,4937,NO,S Willow St,Seward Park Ave S,47.54069299,-122.2658734, , , 
382,4938,NO,E John St,23rd Ave E,47.62059845,-122.3023772, , , 
383,4939,NO,S Othello St,Seward Park Ave S,47.53716284,-122.2671544, , , 
384,4940,NO,Rainier Ave S,S Henderson St,47.5233685,-122.2693205, , , 
385,4941,NO,39th Ave S,S Genesee St,47.56419159,-122.2841515, , , 
386,4942,NO,Fauntleroy Way SW,SW Alaska St,47.56100983,-122.3808523, , , 
387,4943,NO,48th Ave SW,SW Alaska St,47.56108461,-122.3931783, , , 
388,4944,NO,SW Edmunds St,49th Ave SW,47.55957848,-122.3947904, , , 
389,4945,NO,SW Hudson St,49th Ave SW,47.55749105,-122.3948309, , , 
390,4946,NO,SW Dawson St,49th Ave SW,47.55583806,-122.3948618, , , 
391,4947,NO,48th Ave SW,SW Brandon St,47.55402368,-122.3940582, , , 
392,4948,NO,SW Findlay St,48th Ave SW,47.55214207,-122.3935855, , , 
393,4949,NO,SW Juneau St,48th Ave SW,47.55021675,-122.3936554, , , 
394,4950,NO,SW Graham St,48th Ave SW,47.5469378,-122.3937508, , , 
395,4951,NO,54th Ave S,S Dawson St,47.55490576,-122.2661644, , , 
396,4952,NO,SW Holly St,48th Ave SW,47.54308656,-122.3942645, , , 
397,4953,NO,Holly Ct SW,48th Ave SW,47.54196909,-122.3950805, , , 
398,4954,NO,48th Ave SW,Beach Dr SW,47.54080762,-122.3965415, , , 
399,4955,NO,48th Ave SW,Beach Dr SW,47.5432083,-122.3965887, , , 
400,4956,NO,Atlas Pl SW,Beach Dr SW,47.54560875,-122.3983629, , , 
401,4957,NO,Atlas Pl SW,Beach Dr SW,47.54770912,-122.3981354, , , 
402,4958,NO,Atlas Pl SW,Beach Dr SW,47.5502113,-122.3978062, , , 
403,4959,NO,SW Shore Pl,Beach Dr SW,47.55212695,-122.3980925, , , 
404,4960,NO,SW Shore Pl,Beach Dr SW,47.55404453,-122.3993852, , , 
405,4961,NO,S Myrtle St,Seward Park Ave S,47.53882326,-122.2671014, , , 
406,4962,NO,SW Beach Drive Ter,Beach Dr SW,47.5569679,-122.4008293, , , 
407,4963,NO,SW Beach Drive Ter,Beach Dr SW,47.55767039,-122.4013706, , , 
408,4964,NO,SW Snoqualmie St,Beach Dr SW,47.56234271,-122.4056928, , , 
409,4965,NO,SW Genesee St,Beach Dr SW,47.56475147,-122.4070474, , , 
410,4966,NO,SW Douglas Pl,Beach Dr SW,47.56576197,-122.4081476, , , 
411,4967,NO,SW Carroll St,Beach Dr SW,47.56749008,-122.4095958, , , 
412,4968,NO,SW Charlestown St,Beach Dr SW,47.5699411,-122.4100447, , , 
413,4969,NO,61st Ave SW,Beach Dr SW,47.57112737,-122.4110746, , , 
414,4970,NO,Beach Dr SW,63rd Ave SW,47.57285197,-122.4135234, , , 
415,4971,NO,SW Admiral Way,63rd Ave SW,47.57569087,-122.4134441, , , 
416,4972,NO,36th Ave SW,SW Alaska St,47.56099481,-122.3770747, , , 
417,4973,NO,61st Ave SW,Alki Ave SW,47.57922573,-122.4105242, , , 
418,4974,NO,59th Ave SW,Alki Ave SW,47.58003762,-122.4082209, , , 
419,4975,NO,57th Ave SW,Alki Ave SW,47.58119594,-122.4055471, , , 
420,4976,NO,53rd Ave SW,Alki Ave SW,47.5834538,-122.4012377, , , 
421,4977,NO,Bonair Dr SW,Alki Ave SW,47.58580236,-122.3985196, , , 
422,4978,NO,Bonair Dr SW,Alki Ave SW,47.58799124,-122.3960019, , , 
423,4979,NO,Bonair Dr SW,Alki Ave SW,47.58882587,-122.3950248, , , 
424,4980,NO,SW Eddy St,48th Ave SW,47.54598363,-122.3941588, , , 
425,4981,NO,Harbor Ave SW,Alki Ave SW,47.59396267,-122.3897936, , , 
426,4982,NO,Harbor Ave SW,Alki Ave SW,47.59500459,-122.3876489, , , 
427,4983,NO,Harbor Ave SW,Alki Ave SW,47.59520831,-122.38569, , , 
428,4984,NO,California Way SW,Harbor Ave SW,47.59118151,-122.3822534, , , 
429,4985,NO,California Way SW,Harbor Ave SW,47.58885998,-122.3805427, , , 
430,4986,NO,Fairmount Ave SW,Harbor Ave SW,47.58745657,-122.378579, , , 
431,4987,NO,Harbor Ave SW,Water Taxi Route,47.58945505,-122.3801308, , , 
432,4988,NO,Fauntleroy Ave SW,Harbor Ave SW,47.58289973,-122.3737496, , , 
433,4989,NO,SW Florida St,Harbor Ave SW,47.58215109,-122.3731159, , , 
434,4990,NO,SW Harbor Ln,Harbor Ave SW,47.57674926,-122.3713264, , , 
435,4991,NO,30th Ave SW,Harbor Ave SW,47.57201042,-122.3706113, , , 
436,4992,NO,SW Harbor Ln,Harbor Ave SW,47.57743629,-122.3718795, , , 
437,4993,NO,30th Ave SW,Harbor Ave SW,47.57198815,-122.3708122, , , 
438,4994,NO,SW Harbor Ln,Harbor Ave SW,47.57587491,-122.3713365, , , 
439,4995,NO,Fauntleroy Ave SW,Harbor Ave SW,47.58242926,-122.3735667, , , 
440,4996,NO,Alki Ave SW,63rd Ave SW,47.57808405,-122.4133715, , , 
441,4997,NO,Fairmount Ave SW,Harbor Ave SW,47.58710124,-122.3783623, , , 
442,4998,NO,California Way SW,Harbor Ave SW,47.58846306,-122.3802891, , , 
443,4999,NO,SW Maryland Pl,Harbor Ave SW,47.59316809,-122.3833888, , , 
444,5000,NO,Harbor Ave SW,Alki Ave SW,47.59507795,-122.3857544, , , 
445,1086,NO,NE Pacific St,University Way NE,47.65355117,-122.3134131, , , 
446,1420,NO,NE 150th St,15th Ave NE,47.73791983,-122.3127366, , , 
447,1421,NO,20th Ave NE,NE 150th St,47.73743654,-122.3071451, , , 
448,1422,NO,15th Ave NE,NE 150th St,47.73749331,-122.3123007, , , 
449,1424,NO,NE 150th St,25th Ave NE,47.73730389,-122.301873, , , 
450,1425,NO,NE 150th St,15th Ave NE,47.73733288,-122.3129221, , , 
451,1429,NO,NE 145th St,Bothell Way NE,47.73446053,-122.2923268, , , 
452,1430,NO,Erickson Pl NE,Lake City Way NE,47.72800967,-122.2921266, , , 
453,1431,NO,NE 130th St,Lake City Way NE,47.72356491,-122.2927827, , , 
454,1432,YES,NE 125th St,Lake City Way NE,47.72037568,-122.2944566, , , 
455,1433,NO,NE 130th St,Lake City Way NE,47.72268443,-122.2933884, , , 
456,1434,NO,NE 137th St,Lake City Way NE,47.72807586,-122.2923315, , , 
457,1435,NO,NE 145th St,Lake City Way NE,47.73314167,-122.2925, , , 
458,1523,NO,5th Ave NE,I-5 Ramp,47.73509949,-122.3237112, , , 
459,1524,NO,NE 145th St,I-5 Ramp,47.73366312,-122.3241532, , , 
460,1530,NO,N 150th St,Dayton Ave N,47.73794293,-122.3530375, , , 
461,1531,NO,Okanogan Ln,Stevens Way,47.65203838,-122.308675, , , 
462,1532,NO,Rainier Vis,Stevens Way,47.65231907,-122.3060791, , , 
463,1533,NO,Benton Ln,Stevens Way,47.65370553,-122.3050118, , , 
464,1534,NO,George Washington Ln,Grant Ln,47.6550401,-122.3111534, , , 
465,1535,NO,Pend Oreille Rd,Stevens Way,47.65725134,-122.3045554, , , 
466,1537,NO,N 148th St,Westminster Way N,47.73565659,-122.3546908, , , 
467,1542,NO,N 150th St,Dayton Ave N,47.73777647,-122.3532371, , , 
468,1550,NO,N 145th St,Aurora Ave N,47.7349189,-122.3450011, , , 
469,1557,NO,N 46th St,Aurora Ave N,47.66168343,-122.3471518, , , 
470,1558,NO,N 46th St,Aurora Ave N,47.66166678,-122.3474779, , , 
471,1559,NO,3rd Ave NW,NW Market St,47.66709556,-122.3610221, , , 
472,1560,NO,Pend Oreille Rd,Stevens Way,47.65687451,-122.3048944, , , 
473,1561,NO,Stevens Way,Grant Ln,47.65509724,-122.3109026, , , 
474,1562,NO,Garfield Ln,Stevens Way,47.65214197,-122.3084674, , , 
475,1563,NO,Benton Ln,Stevens Way,47.65436144,-122.3051965, , , 
476,1564,NO,Memorial Way,Stevens Way,47.65969024,-122.3088013, , , 
477,1565,YES,Greenwood Ave N,N 145th St,47.73419316,-122.3551175, , , 
478,1584,NO,Dayton Ave N,N 145th St,47.73419288,-122.3529098, , , 
479,1585,NO,Linden Ave N,N 145th St,47.73419198,-122.3481928, , , 
480,1586,NO,Interlake Ave N,N 145th St,47.73419417,-122.3414386, , , 
481,1587,NO,Courtland Pl N,N 145th St,47.73419691,-122.3379908, , , 
482,1588,NO,Meridian Ave N,N 145th St,47.73419912,-122.3347079, , , 
483,1589,NO,Corliss Ave N,N 145th St,47.73418132,-122.3319112, , , 
484,1590,NO,1st Ave NE,NE 145th St,47.73415719,-122.3287823, , , 
485,1591,NO,5th Ave NE,NE 145th St,47.73412055,-122.3240591, , , 
486,1592,NO,NE 145th St,5th Ave NE,47.73443187,-122.3234619, , , 
487,1607,NO,1st Ave NE,NE 135th St,47.72686272,-122.3284461, , , 
488,1608,NO,I-5 Expr Ramp,1st Ave NE,47.70472591,-122.3286328, , , 
489,1630,NO,1st Ave NE,NE 145th St,47.73401703,-122.3283865, , , 
490,1631,NO,Corliss Ave N,N 145th St,47.73403864,-122.3312104, , , 
491,1632,NO,Meridian Ave N,N 145th St,47.73405991,-122.3339412, , , 
492,1633,NO,Courtland Pl N,N 145th St,47.73405999,-122.3377265, , , 
493,1634,NO,Aurora Ave N,N 145th St,47.73405457,-122.3446837, , , 
494,1635,NO,Linden Ave N,N 145th St,47.73405479,-122.3473802, , , 
495,1636,NO,Evanston Ave N,N 145th St,47.7340555,-122.3513512, , , 
496,1637,NO,Greenwood Ave N,N 145th St,47.73405609,-122.3551378, , , 
497,1708,NO,S Webster St,East Marginal Way S,47.53562533,-122.3155769, , , 
498,1709,NO,16th Ave S,East Marginal Way S,47.53347191,-122.3116754, , , 
499,1710,NO,14th Ave S,East Marginal Way S,47.53548465,-122.3150455, , , 
500,3002,NO,S Gazelle St,51st Ave S,47.51223083,-122.2701375, , , 
501,3022,NO,52nd Ave S,Renton Ave S,47.51558495,-122.2675277, , , 
502,3023,NO,S Ryan St,Renton Ave S,47.50964693,-122.2585182, , , 
503,3927,NO,S 99th St,Des Moines Memorial Dr S,47.51480131,-122.3133407, , , 
504,3928,NO,S Henderson St,14th Ave S,47.52279881,-122.3150583, , , 
505,3929,NO,S Monroe St,8th Ave S,47.53130912,-122.3229206, , , 
506,3931,NO,W Smith St,3rd Ave W,47.6412994,-122.3608026, , , 
507,3935,NO,S Charlestown St,Airport Way S,47.57007079,-122.322601, , , 
508,3936,NO,S Doris St,Airport Way S,47.55044572,-122.3179662, , , 
509,3937,NO,SW 99th St,8th Ave SW,47.5154963,-122.3451495, , , 
510,3938,NO,SW 102nd St,8th Ave SW,47.51248293,-122.3449537, , , 
511,3939,NO,SW 102nd St,8th Ave SW,47.51217963,-122.34514, , , 
512,3966,NO,E Pike St,13th Ave,47.61435475,-122.3154177, , , 
513,5001,NO,Harbor Ave SW,Alki Ave SW,47.59494979,-122.3873388, , , 
514,5002,NO,SW California Pl,Alki Ave SW,47.59241592,-122.3911984, , , 
515,5003,NO,Bonair Dr SW,Alki Ave SW,47.59105097,-122.3923371, , , 
516,5004,NO,Bonair Dr SW,Alki Ave SW,47.58930798,-122.3941975, , , 
517,5005,NO,Bonair Dr SW,Alki Ave SW,47.58803949,-122.3956904, , , 
518,5006,NO,Bonair Dr SW,Alki Ave SW,47.59204157,-122.3917472, , , 
519,5008,NO,S Norfolk St,East Marginal Way S,47.51215822,-122.293845, , , 
520,5009,NO,S 96th Pl,East Marginal Way S,47.51663753,-122.2967266, , , 
521,5010,NO,S 87th Pl,East Marginal Way S,47.52428873,-122.3017077, , , 
522,5011,NO,S 81st Pl,East Marginal Way S,47.53018067,-122.3064733, , , 
523,5012,NO,16th Ave S,East Marginal Way S,47.53331456,-122.311717, , , 
524,5013,NO,East Marginal Way S,16th Ave S,47.53261687,-122.3131476, , , 
525,5014,NO,S Cloverdale St,14th Ave S,47.52678578,-122.3147777, , , 
526,5015,NO,Harbor Ave SW,Water Taxi Route,47.58949648,-122.380066, , , 
527,5016,NO,15th Ave SW,SW Roxbury St,47.5174331,-122.3535537, , , 
528,5017,NO,12th Ave SW,SW Roxbury St,47.51739632,-122.3504828, , , 
529,5018,NO,8th Ave SW,SW Roxbury St,47.51736871,-122.3458043, , , 
530,5019,NO,36th Ave W,W Government Way,47.65840496,-122.403524, , , 
531,5020,NO,W Government Way,Texas Way,47.6622361,-122.4056324, , , 
532,5021,NO,31st Ave W,W Government Way,47.66106469,-122.3981344, , , 
533,5022,NO,29th Ave W,W Government Way,47.66137037,-122.3952972, , , 
534,5023,NO,28th Pl W,Gilman Ave W,47.66084503,-122.3930195, , , 
535,5024,NO,Fairmount Ave SW,Harbor Ave SW,47.58526002,-122.3760147, , , 
536,5025,NO,53rd Ave SW,Alki Ave SW,47.58367077,-122.4007277, , , 
537,5026,NO,57th Ave SW,Alki Ave SW,47.58130172,-122.4049278, , , 
538,5027,NO,59th Ave SW,Alki Ave SW,47.58011442,-122.407667, , , 
539,5028,NO,SW Hinds St,63rd Ave SW,47.57438968,-122.4132801, , , 
540,5029,NO,SW Spokane St,Beach Dr SW,47.57247134,-122.4130942, , , 
541,5030,NO,61st Ave SW,Beach Dr SW,47.57135558,-122.4111518, , , 
542,5031,NO,SW Charlestown St,Beach Dr SW,47.57013477,-122.4099625, , , 
543,5032,NO,SW Carroll St,Beach Dr SW,47.56745604,-122.4093819, , , 
544,5033,NO,Bonair Dr SW,Alki Ave SW,47.58606377,-122.3979594, , , 
545,5034,NO,12th Ave S,S Cloverdale St,47.52637479,-122.3176891, , , 
546,5035,NO,8th Ave S,S Cloverdale St,47.52638949,-122.3222941, , , 
547,5036,NO,5th Ave S,S Cloverdale St,47.52640589,-122.3278199, , , 
548,5037,NO,SW Barton St,California Ave SW,47.52192644,-122.3873472, , , 
549,5038,NO,SW Alaska St,44th Ave SW,47.56174848,-122.3880142, , , 
550,5039,NO,26th Ave W,Gilman Ave W,47.65860963,-122.3897716, , , 
551,5040,NO,25th Ave W,Gilman Ave W,47.65761277,-122.3885185, , , 
552,5041,NO,W Emerson Pl,Gilman Ave W,47.65609854,-122.3866223, , , 
553,5042,NO,Gilman Ave W,22nd Ave W,47.65331635,-122.3845511, , , 
554,5043,NO,W Ruffner St,22nd Ave W,47.65209153,-122.3845613, , , 
555,5044,NO,W Bertona St,22nd Ave W,47.65051244,-122.3845554, , , 
556,5045,NO,W Dravus St,22nd Ave W,47.6487077,-122.3845485, , , 
557,5046,NO,W Armour St,22nd Ave W,47.64504932,-122.3845328, , , 
558,5047,NO,Thorndyke Ave W,22nd Ave W,47.64339895,-122.3845172, , , 
559,5048,NO,23rd Ave W,Thorndyke Ave W,47.64095126,-122.3859207, , , 
560,5049,NO,W Lynn St,Thorndyke Ave W,47.63929847,-122.3870568, , , 
561,5050,NO,SW Genesee St,Beach Dr SW,47.56462785,-122.4067892, , , 
562,5051,NO,SW Snoqualmie St,Beach Dr SW,47.56224352,-122.4053048, , , 
563,5052,NO,SW Jacobsen Rd,Beach Dr SW,47.56108816,-122.4039218, , , 
564,5053,NO,SW Beach Drive Ter,Beach Dr SW,47.5578942,-122.4013147, , , 
565,5054,NO,SW Beach Drive Ter,Beach Dr SW,47.5567046,-122.4003981, , , 
566,5055,NO,SW Shore Pl,Beach Dr SW,47.55413818,-122.3992166, , , 
567,5056,NO,SW Shore Pl,Beach Dr SW,47.55201742,-122.3978936, , , 
568,5057,NO,Atlas Pl SW,Beach Dr SW,47.54754582,-122.398011, , , 
569,5058,NO,Atlas Pl SW,Beach Dr SW,47.54676544,-122.3984518, , , 
570,5059,NO,SW Genesee St,California Ave SW,47.56441267,-122.3868591, , , 
571,5060,NO,SW Dakota St,California Ave SW,47.5662877,-122.3868533, , , 
572,5061,NO,SW Andover St,California Ave SW,47.56814329,-122.3868576, , , 
573,5062,NO,SW Charlestown St,California Ave SW,47.5699528,-122.3868537, , , 
574,5063,NO,SW Spokane St,California Ave SW,47.57178889,-122.3868522, , , 
575,5064,NO,SW Hanford St,California Ave SW,47.57543701,-122.3868471, , , 
576,5065,NO,SW Stevens St,California Ave SW,47.57709226,-122.3867947, , , 
577,5066,NO,SW Admiral Way,California Ave SW,47.58089013,-122.3866441, , , 
578,5067,NO,SW Lander St,California Ave SW,47.57920679,-122.3865088, , , 
579,5068,NO,W Boston St,Thorndyke Ave W,47.63833527,-122.3877693, , , 
580,5069,NO,W Newton St,Thorndyke Ave W,47.63712278,-122.388681, , , 
581,5070,NO,W Blaine St,Thorndyke Ave W,47.63520225,-122.3903782, , , 
582,5071,NO,W Newton St,Thorndyke Ave W,47.63675032,-122.3893889, , , 
583,5072,NO,W Boston St,Thorndyke Ave W,47.6382861,-122.3882391, , , 
584,5073,NO,Thorndyke Pl W,Thorndyke Ave W,47.63982561,-122.3870867, , , 
585,5074,NO,23rd Ave W,Thorndyke Ave W,47.64085176,-122.3862226, , , 
586,5075,NO,Thorndyke Ave W,22nd Ave W,47.643045,-122.3846938, , , 
587,5076,NO,W Armour St,22nd Ave W,47.64453323,-122.3847321, , , 
588,5077,NO,W Barrett St,22nd Ave W,47.6463429,-122.3847412, , , 
589,5078,NO,W Bertona St,22nd Ave W,47.65012743,-122.3847568, , , 
590,5079,NO,Atlas Pl SW,Beach Dr SW,47.54583377,-122.3982758, , , 
591,5080,NO,Beach Dr SW,Beach Dr SW,47.54300148,-122.3963422, , , 
592,5081,NO,Beach Dr SW,48th Ave SW,47.54101792,-122.396184, , , 
593,5082,NO,Holly Ct SW,48th Ave SW,47.54193824,-122.3953296, , , 
594,5083,NO,SW Holly St,48th Ave SW,47.54318153,-122.3944209, , , 
595,5084,NO,SW Graham St,48th Ave SW,47.54682538,-122.3939565, , , 
596,5085,NO,SW Raymond St,48th Ave SW,47.54863243,-122.393904, , , 
597,5086,NO,SW Juneau St,48th Ave SW,47.5503284,-122.3938542, , , 
598,5087,NO,SW Findlay St,48th Ave SW,47.5518841,-122.3937974, , , 
599,5088,NO,48th Ave SW,SW Brandon St,47.55388571,-122.3939805, , , 
600,5089,NO,SW Stevens St,California Ave SW,47.57729547,-122.3865835, , , 
601,5090,NO,SW Hanford St,California Ave SW,47.57592086,-122.3866338, , , 
602,5091,NO,SW Spokane St,California Ave SW,47.57228512,-122.3866491, , , 
603,5092,NO,SW Charlestown St,California Ave SW,47.57046173,-122.3866506, , , 
604,5093,NO,SW Andover St,California Ave SW,47.56858844,-122.386655, , , 
605,5094,NO,SW Genesee St,California Ave SW,47.56495788,-122.3866569, , , 
606,5095,NO,California Ave SW,SW Oregon St,47.56287185,-122.3871563, , , 
607,5096,NO,44th Ave SW,SW Alaska St,47.56106393,-122.3876244, , , 
608,5097,NO,W Ruffner St,22nd Ave W,47.65189928,-122.3847635, , , 
609,5098,NO,Gilman Ave W,22nd Ave W,47.65367827,-122.3847381, , , 
610,5099,NO,24th Ave W,Gilman Ave W,47.65624112,-122.387066, , , 
611,5100,NO,25th Ave W,Gilman Ave W,47.65713332,-122.3881761, , , 
612,5101,NO,26th Ave W,Gilman Ave W,47.65832653,-122.3896822, , , 
613,5102,NO,28th Pl W,Gilman Ave W,47.66096465,-122.393609, , , 
614,5103,NO,30th Ave W,W Government Way,47.66124222,-122.3957093, , , 
615,5104,NO,31st Ave W,W Government Way,47.66109783,-122.3978269, , , 
616,5105,NO,36th Ave W,W Government Way,47.65831488,-122.4031281, , , 
617,5106,NO,Texas Way,Discovery Park AcRd,47.66474436,-122.410884, , , 
618,5107,NO,Rainier Ave S,S Henderson St,47.52322857,-122.2682069, , , 
619,5108,NO,SW Dawson St,49th Ave SW,47.55571644,-122.3950666, , , 
620,5109,NO,SW Hudson St,49th Ave SW,47.55766226,-122.3950302, , , 
621,5110,NO,48th Ave SW,SW Alaska St,47.5612237,-122.3934185, , , 
622,5111,NO,45th Ave SW,SW Alaska St,47.56120506,-122.3893676, , , 
623,5112,NO,37th Ave SW,SW Alaska St,47.56114194,-122.3784868, , , 
624,5113,NO,SW Director St,California Ave SW,47.52156105,-122.3875538, , , 
625,5114,NO,35th Ave SW,SW Barton St,47.52113614,-122.3772312, , , 
626,5115,NO,22nd Ave SW,SW Barton Pl,47.52223944,-122.3620087, , , 
627,5116,NO,SW Barton St,26th Ave SW,47.52093423,-122.3657584, , , 
628,5117,NO,5th Ave S,S Cloverdale St,47.52654376,-122.3280821, , , 
629,5118,NO,53rd Ave S,S Henderson St,47.52322294,-122.2660135, , , 
630,5119,NO,Rainier Ave S,S Henderson St,47.52323144,-122.2693253, , , 
631,5120,NO,Martin L King Jr Way S,S Henderson St,47.52324478,-122.2778635, , , 
632,5121,NO,41st Ave S,Carkeek Dr S,47.52268344,-122.2807977, , , 
633,5122,NO,40th Ave S,Carkeek Dr S,47.51708381,-122.2823005, , , 
634,5123,NO,S Cambridge St,39th Ave S,47.51843005,-122.2837523, , , 
635,5124,NO,SW College St,California Ave SW,47.58277215,-122.3865733, , , 
636,5125,NO,Fauntleroy Ave SW,SW Alaska St,47.56114604,-122.3804855, , , 
637,5128,NO,12th Ave S,S Cloverdale St,47.52651268,-122.3179342, , , 
638,5129,NO,S Cloverdale St,14th Ave S,47.52691192,-122.3149741, , , 
639,5130,NO,East Marginal Way S,16th Ave S,47.53347672,-122.313333, , , 
640,5131,NO,S 81st Pl,East Marginal Way S,47.52988404,-122.3057708, , , 
641,5132,NO,S 87th Pl,East Marginal Way S,47.52425329,-122.3014639, , , 
642,5133,NO,S 94th Pl,East Marginal Way S,47.51858762,-122.2978061, , , 
643,5134,NO,S Norfolk St,East Marginal Way S,47.51309353,-122.2942256, , , 
644,5135,NO,S Boeing AcRd,East Marginal Way S,47.50992503,-122.2921319, , , 
645,5136,NO,S Barton St,39th Ave S,47.5210639,-122.2837489, , , 
646,5137,NO,37th Ave S,Beacon Ave S,47.52350923,-122.2861077, , , 
647,5138,NO,S Cloverdale St,Beacon Ave S,47.52587887,-122.2880074, , , 
648,5139,NO,S Thistle St,Beacon Ave S,47.52809942,-122.2881109, , , 
