,join_fid,awning,cross_stre,on_street,lat,lon,type,name,address,HOODS_,HOODS_ID,S_HOOD,L_HOOD,L_HOODID
7458,327,NO,S Fletcher St,51st Ave S,47.5189497107,-122.269880972,Bus Stop,,,87.0,194.0,Rainier Beach,RAINIER VALLEY,15.0
7459,2454,NO,S Fisher Pl,Rainier Ave S,47.5213230195,-122.269881344,Bus Stop,,,86.0,192.0,Dunlap,RAINIER VALLEY,15.0
7460,2455,NO,52nd Ave S,Rainier Ave S,47.5199136088,-122.267793072,Bus Stop,,,86.0,192.0,Dunlap,RAINIER VALLEY,15.0
7461,2480,NO,51st Ave S,Rainier Ave S,47.5204487001,-122.270043802,Bus Stop,,,86.0,192.0,Dunlap,RAINIER VALLEY,15.0
7462,2877,NO,54th Ave S,Rainier Ave S,47.5198047715,-122.264699,Bus Stop,,,87.0,194.0,Rainier Beach,RAINIER VALLEY,15.0
7480,405,NO,S Myrtle St,Seward Park Ave S,47.5388232562,-122.267101373,Bus Stop,,,97.0,173.0,Seward Park,SEWARD PARK,16.0
7504,272,NO,S Fletcher St,51st Ave S,47.5187864353,-122.27008545,Bus Stop,,,87.0,194.0,Rainier Beach,RAINIER VALLEY,15.0
7547,3486,,,,47.521356,-122.270465,Libraries,Rainier Beach,9125 RAINIER AV S,86.0,192.0,Dunlap,RAINIER VALLEY,15.0
7604,548,NO,SW Barton St,California Ave SW,47.521926439,-122.387347197,Bus Stop,,,80.0,189.0,Fauntleroy,WEST SEATTLE,19.0
7615,2873,YES,Cedar St,1st Ave,47.615811281,-122.350472896,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
7620,1529,NO,Wall St,2nd Ave,47.6151470076,-122.347673424,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
7651,630,NO,Rainier Ave S,S Henderson St,47.5232314381,-122.269325292,Bus Stop,,,86.0,192.0,Dunlap,RAINIER VALLEY,15.0
7652,2432,NO,S Henderson St,Rainier Ave S,47.5232192039,-122.269870363,Bus Stop,,,86.0,192.0,Dunlap,RAINIER VALLEY,15.0
7656,2481,NO,S Henderson St,Rainier Ave S,47.5229728282,-122.270073673,Bus Stop,,,86.0,192.0,Dunlap,RAINIER VALLEY,15.0
7700,381,NO,S Willow St,Seward Park Ave S,47.5406929915,-122.265873387,Bus Stop,,,97.0,173.0,Seward Park,SEWARD PARK,16.0
7703,843,NO,S Willow St,Seward Park Ave S,47.5405194782,-122.266313941,Bus Stop,,,97.0,173.0,Seward Park,SEWARD PARK,16.0
7704,2173,NO,S Edmunds St,Rainier Ave S,47.5589039733,-122.28546924,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
7705,2174,NO,39th Ave S,Rainier Ave S,47.556372669,-122.283873991,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
7706,2534,YES,S Edmunds St,Rainier Ave S,47.5586875862,-122.285559347,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
7707,3356,,,,47.559395,-122.286166,Farmers Markets,Columbia City,4801 RAINIER AVE S,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
7708,3541,,,,47.558315,-122.28553,Neighborhood Service Centers,Southeast,3815 S Othello St Ste 105,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
7866,384,NO,Rainier Ave S,S Henderson St,47.5233685017,-122.269320481,Bus Stop,,,86.0,192.0,Dunlap,RAINIER VALLEY,15.0
7867,618,NO,Rainier Ave S,S Henderson St,47.5232285697,-122.268206898,Bus Stop,,,86.0,192.0,Dunlap,RAINIER VALLEY,15.0
7869,2076,NO,Rainier Ave S,S Henderson St,47.5233708229,-122.2705405,Bus Stop,,,86.0,192.0,Dunlap,RAINIER VALLEY,15.0
7888,1520,NO,SW Genesee St,Delridge Way SW,47.5644775055,-122.363406739,Bus Stop,,,92.0,174.0,North Delridge,DELRIDGE,20.0
7889,1521,NO,SW Genesee St,Delridge Way SW,47.564873246,-122.36339988,Bus Stop,,,92.0,174.0,North Delridge,DELRIDGE,20.0
7890,1617,NO,SW Genesee St,Delridge Way SW,47.5650025594,-122.363197134,Bus Stop,,,92.0,174.0,North Delridge,DELRIDGE,20.0
7891,3273,,,,47.56333,-122.364001,Community Centers,Delridge Community Center,4501 Delridge Wy SW,92.0,174.0,North Delridge,DELRIDGE,20.0
7894,2533,NO,S Dawson St,Rainier Ave S,47.5554523136,-122.283097826,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
7959,299,NO,S Dawson St,Martin L King Jr Way S,47.5552317122,-122.289735264,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
7961,380,NO,S Holly St,Seward Park Ave S,47.5423351198,-122.264488051,Bus Stop,,,97.0,173.0,Seward Park,SEWARD PARK,16.0
7964,844,NO,S Holly St,Seward Park Ave S,47.5422925646,-122.264707962,Bus Stop,,,97.0,173.0,Seward Park,SEWARD PARK,16.0
7986,1554,YES,Broad St,2nd Ave,47.6172737273,-122.351270257,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
8042,1553,YES,Clay St,2nd Ave,47.6166278495,-122.350178048,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
8069,1036,NO,48th Ave S,S Henderson St,47.5232359663,-122.272553999,Bus Stop,,,86.0,192.0,Dunlap,RAINIER VALLEY,15.0
8075,3288,,,,47.524042,-122.270747,Community Centers,Rainier Beach Community Center,8825 Rainier Ave. S,86.0,192.0,Dunlap,RAINIER VALLEY,15.0
8174,1977,NO,SW Oregon St,Delridge Way SW,47.56317783,-122.363237506,Bus Stop,,,92.0,174.0,North Delridge,DELRIDGE,20.0
8278,3352,,,,47.52472,-122.27074,Family Support Center,Rainier Beach Family Center,8825 Rainier Ave S,86.0,192.0,Dunlap,RAINIER VALLEY,15.0
8397,1530,NO,Cedar St,2nd Ave,47.6162360693,-122.349515753,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
8471,629,NO,53rd Ave S,S Henderson St,47.5232229417,-122.266013493,Bus Stop,,,86.0,192.0,Dunlap,RAINIER VALLEY,15.0
8479,3441,,,,47.524072,-122.265859,High Schools,Rainier Beach,8815 Seward Pk S,86.0,192.0,Dunlap,RAINIER VALLEY,15.0
8804,2077,NO,S Fisher Pl,Seward Park Ave S,47.5216368176,-122.264346344,Bus Stop,,,86.0,192.0,Dunlap,RAINIER VALLEY,15.0
8835,301,NO,S Orcas St,Martin L King Jr Way S,47.5514936301,-122.287926897,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
8836,322,NO,S Dawson St,Martin L King Jr Way S,47.5549351985,-122.290057115,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
8845,944,NO,Delridge Way SW,SW Oregon St,47.5628217879,-122.363013978,Bus Stop,,,92.0,174.0,North Delridge,DELRIDGE,20.0
8914,2456,NO,Seward Park Ave S,Rainier Ave S,47.5200959867,-122.263457355,Bus Stop,,,86.0,192.0,Dunlap,RAINIER VALLEY,15.0
9070,1038,NO,S Brandon St,Beacon Ave S,47.5534935588,-122.302877058,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
9071,1931,NO,S Dawson St,Beacon Ave S,47.5557085864,-122.303565468,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
9072,2010,NO,S Brandon St,Beacon Ave S,47.5539370735,-122.302514755,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
9073,800,NO,Beacon Ave S,S Columbian Way,47.5596303234,-122.303874951,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
9074,2009,NO,Beacon Ave S,S Columbian Way,47.5597803423,-122.305105715,Bus Stop,,,81.0,166.0,North Beacon Hill,BEACON HILL,17.0
9075,2345,NO,S Columbian Way,Beacon Ave S,47.5592165667,-122.304140088,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
9076,2387,YES,S Columbian Way,Beacon Ave S,47.559270401,-122.304641699,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
9150,1930,NO,S Orcas St,Beacon Ave S,47.5507972772,-122.302075019,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
9152,2011,NO,S Orcas St,Beacon Ave S,47.5508970269,-122.301587835,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
9162,1058,NO,S Dawson St,Beacon Ave S,47.5562353555,-122.303205486,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
9267,1929,NO,S Raymond St,Beacon Ave S,47.5487127647,-122.301419952,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
9326,2012,NO,S Spencer St,Beacon Ave S,47.548034092,-122.300727883,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
9385,2013,NO,S Graham St,Beacon Ave S,47.5466186019,-122.300291725,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
9386,3369,,,,47.546769,-122.300331,Food Banks,Beacon Avenue Food Bank,6230 Beacon Ave S,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
9396,1928,NO,S Graham St,Beacon Ave S,47.5464886443,-122.300771729,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
9668,654,NO,S Holly St,Beacon Ave S,47.5427455704,-122.29962321,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
9697,2014,NO,S Holly St,Beacon Ave S,47.5424862646,-122.299035855,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
9777,229,NO,S Willow St,Swift Ave S,47.5406407774,-122.301598388,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
9778,653,NO,27th Ave S,Beacon Ave S,47.5401203284,-122.298274273,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
9780,1132,NO,S Willow St,Swift Ave S,47.5406227085,-122.301313353,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
9886,1133,NO,Beacon Ave S,S Myrtle St,47.539037372,-122.296993391,Bus Stop,,,84.0,186.0,Holly Park,BEACON HILL,17.0
9902,2015,NO,S Myrtle St,Beacon Ave S,47.5392282155,-122.296333974,Bus Stop,,,84.0,186.0,Holly Park,BEACON HILL,17.0
9935,652,NO,S Myrtle St,Beacon Ave S,47.5386988559,-122.296262264,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
9943,1200,NO,Beacon Ave S,S Myrtle St,47.5388757679,-122.295663773,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
9945,3293,,,,47.539405,-122.295241,Community Centers,Van Asselt Community Center,2820 S Myrtle St,84.0,186.0,Holly Park,BEACON HILL,17.0
9986,1059,NO,S Myrtle St,Beacon Ave S,47.5383059393,-122.29496047,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
10050,3546,,,,47.538574,-122.293356,Police Precincts,South,3001  S MYRTLE ST,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
10792,1119,NO,Mars Ave S,Swift Ave S,47.5427047462,-122.303291109,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
10817,1201,NO,Mars Ave S,Swift Ave S,47.5427750176,-122.303552935,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
11246,1037,NO,S Othello St,Beacon Ave S,47.5372671132,-122.294112217,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
11265,1134,NO,32nd Ave S,S Myrtle St,47.5389394219,-122.291885245,Bus Stop,,,84.0,186.0,Holly Park,BEACON HILL,17.0
11268,2016,NO,S Othello St,Beacon Ave S,47.5371866906,-122.293268844,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
11296,1199,NO,32nd Ave S,S Myrtle Pl,47.5387369325,-122.291266989,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
11323,3482,,,,47.538994,-122.290951,Libraries,Newholly,7058 32ND AV S,84.0,186.0,Holly Park,BEACON HILL,17.0
11343,3350,,,,47.53935,-122.29043,Family Support Center,New Holly Family Center,7050 32nd Ave S,84.0,186.0,Holly Park,BEACON HILL,17.0
11603,1118,NO,S Eddy St,Swift Ave S,47.5453844122,-122.305952506,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
11613,1202,NO,S Eddy St,Swift Ave S,47.5451261171,-122.305933026,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
11710,3307,,,,47.552261,-122.296286,Elementary Schools,Dearborn Park,2820 S Orcas St,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
11719,347,NO,S Americus St,S Columbian Way,47.5604724277,-122.30127373,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
11725,799,NO,S Americus St,S Columbian Way,47.5605213488,-122.300711908,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
11932,326,NO,S Columbian Way,Martin L King Jr Way S,47.5624114266,-122.294635181,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
11968,798,NO,S Alaska Pl,S Alaska St,47.5607692344,-122.294432892,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
11980,348,NO,Martin L King Jr Way S,S Alaska St,47.560904349,-122.293961061,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
12014,296,NO,S Alaska St,Martin L King Jr Way S,47.5611396107,-122.293254766,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
12021,295,NO,S Columbian Way,Martin L King Jr Way S,47.5633281513,-122.294700963,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
12026,297,NO,S Alaska St,ST Light Rail,47.5602697361,-122.292876781,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
12027,325,NO,S Alaska St,Martin L King Jr Way S,47.5603955015,-122.293387787,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
12074,797,NO,31st Ave S,S Alaska St,47.5607234975,-122.292204479,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
12088,3495,,,,47.559733,-122.292692,Light Rail,Columbia City Station,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
12194,324,NO,S Edmunds St,ST Light Rail,47.5589494536,-122.292331275,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
12227,298,NO,S Edmunds St,Martin L King Jr Way S,47.5588710985,-122.291855418,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
12253,323,NO,S Edmunds St,Martin L King Jr Way S,47.5584197366,-122.292119694,Bus Stop,,,82.0,172.0,Mid-Beacon Hill,BEACON HILL,17.0
12896,67,NO,8th Ave,Blanchard St,47.6175277118,-122.338716118,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
12897,69,NO,Westlake Ave,8th Ave,47.6168458874,-122.338336445,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
12898,1811,NO,9th Ave,Westlake Ave,47.6182567467,-122.338319781,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
12899,1814,NO,9th Ave,Westlake Ave,47.6177928666,-122.338442387,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
12900,2849,NO,Denny Way,Fairview Ave,47.6184159266,-122.334187492,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
12901,3108,NO,Westlake Ave,Denny Way,47.6185995173,-122.338999442,Bus Stop,,,51.0,200.0,South Lake Union,CASCADE,12.0
12902,3124,YES,Fairview Ave N,Denny Way,47.6185940631,-122.334198905,Bus Stop,,,51.0,200.0,South Lake Union,CASCADE,12.0
12903,3128,NO,Fairview Ave,Denny Way,47.6184568846,-122.33455112,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
12904,3129,NO,Westlake Ave,Denny Way,47.618459401,-122.338206421,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
12905,3444,,,,47.618156,-122.336288,Higher Education,Cornish College Of The Arts,1000 Lenora St,62.0,156.0,Belltown,DOWNTOWN,13.0
12906,3480,,,,47.616804,-122.337025,Libraries,Mobile Services,2025 9TH AV,62.0,156.0,Belltown,DOWNTOWN,13.0
12907,3489,,,,47.61668,-122.336823,Libraries,Talking Book\  & Braille,2021 9TH AV,62.0,156.0,Belltown,DOWNTOWN,13.0
12925,3235,NO,9th Ave,Virginia St,47.6165430996,-122.335374985,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
13003,1812,NO,7th Ave,Westlake Ave,47.6156156693,-122.33778933,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
13005,2413,NO,Virginia St,Boren Ave,47.6174940882,-122.333795376,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
13015,3548,,,,47.615921,-122.336591,Police Precincts,West,810  VIRGINIA ST,62.0,156.0,Belltown,DOWNTOWN,13.0
13032,2905,NO,Waters Ave S,57th Ave S,47.5195241864,-122.261464331,Bus Stop,,,87.0,194.0,Rainier Beach,RAINIER VALLEY,15.0
13044,3234,NO,Minor Ave,Virginia St,47.6182769867,-122.333132323,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
13163,3232,YES,9th Ave,Stewart St,47.6156972568,-122.334444193,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
13202,2479,NO,S Fletcher St,Waters Ave S,47.5189733982,-122.26128874,Bus Stop,,,87.0,194.0,Rainier Beach,RAINIER VALLEY,15.0
13369,3233,NO,Stewart St,Minor Ave,47.6175794386,-122.331956297,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
13505,3229,NO,9th Ave,Howell St,47.6146329097,-122.333245763,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
13599,1023,NO,35th Ave S,S Alaska St,47.5606509956,-122.289000059,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
13600,1029,NO,35th Ave S,S Alaska St,47.5607881302,-122.289031617,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
13747,3353,,,,47.56204,-122.36348,Family Support Center,Southwest Family Center,4555 Delridge Way SW,92.0,174.0,North Delridge,DELRIDGE,20.0
13844,1519,NO,SW Alaska St,Delridge Way SW,47.5608882944,-122.362961602,Bus Stop,,,92.0,174.0,North Delridge,DELRIDGE,20.0
13866,4,NO,Convention Place AcRd,Convention Place AcRd,47.6144912592,-122.332203336,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
13867,74,NO,Convention Place AcRd,Convention Place AcRd,47.6147098242,-122.331697355,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
13868,75,NO,Convention Place AcRd,Convention Place AcRd,47.6146327089,-122.331875879,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
13870,3201,NO,Convention Place AcRd,Convention Place AcRd,47.6145659238,-122.331663816,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
13871,3203,NO,Convention Place AcRd,Convention Place AcRd,47.6142741788,-122.331845854,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
13872,3217,NO,Terry Ave,Olive Way,47.6149065483,-122.331830325,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
13873,3221,NO,Minor Ave,Howell St,47.616707068,-122.330573784,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
13888,3204,NO,Convention Place AcRd,Convention Place AcRd,47.6142112907,-122.331776661,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
13890,3218,YES,8th Ave,Olive Way,47.6139285542,-122.334147054,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
13937,1641,NO,SW Edmunds St,Delridge Way SW,47.5594896445,-122.362776729,Bus Stop,,,92.0,174.0,North Delridge,DELRIDGE,20.0
13948,3127,NO,Stewart St,Denny Way,47.6184223392,-122.330906675,Bus Stop,,,62.0,156.0,Belltown,DOWNTOWN,13.0
14009,1518,NO,SW Hudson St,Delridge Way SW,47.5575443997,-122.363003797,Bus Stop,,,92.0,174.0,North Delridge,DELRIDGE,20.0
14052,3215,NO,Convention Place AcRd,Convention Place AcRd,47.614109356,-122.331706715,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
14105,3179,NO,Transit Tunnel AcRd,Convention Place AcRd,47.6139343293,-122.331508914,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
14110,3216,NO,Pine St,9th Ave,47.6136749218,-122.332047275,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
14118,25,NO,Unnamed,ST Light Rail,47.6135086508,-122.331668765,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
14140,3202,YES,9th Ave,Pine St,47.6133712021,-122.332581435,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
14148,3222,NO,9th Ave,Pine St,47.6134037647,-122.332117703,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
14151,3247,NO,Pine St,8th Ave,47.6136081411,-122.333521212,Bus Stop,,,64.0,159.0,Central Business District,DOWNTOWN,13.0
14174,2172,NO,S Alaska St,Rainier Ave S,47.5610158671,-122.287113236,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
14175,2535,NO,S Alaska St,Rainier Ave S,47.5605410051,-122.286961506,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
14254,2536,NO,S Genesee St,Rainier Ave S,47.5639336688,-122.288231355,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
14306,435,NO,30th Ave SW,Harbor Ave SW,47.572010423,-122.370611315,Bus Stop,,,109.0,198.0,Industrial District,NO BROADER TERM,18.0
14307,437,NO,30th Ave SW,Harbor Ave SW,47.5719881456,-122.3708122,Bus Stop,,,77.0,169.0,North Admiral,WEST SEATTLE,19.0
14310,1685,NO,SW Charlestown St,SW Avalon Way,47.57009377,-122.370581438,Bus Stop,,,92.0,174.0,North Delridge,DELRIDGE,20.0
14335,17,NO,Martin L King Jr Way S,S Henderson St,47.5233741259,-122.278380647,Bus Stop,,,86.0,192.0,Dunlap,RAINIER VALLEY,15.0
14336,320,NO,S Henderson St,Martin L King Jr Way S,47.5236530037,-122.278780562,Bus Stop,,,86.0,192.0,Dunlap,RAINIER VALLEY,15.0
14337,321,NO,S Henderson St,ST Light Rail,47.5229426356,-122.279065734,Bus Stop,,,86.0,192.0,Dunlap,RAINIER VALLEY,15.0
14338,631,NO,Martin L King Jr Way S,S Henderson St,47.5232447769,-122.277863505,Bus Stop,,,86.0,192.0,Dunlap,RAINIER VALLEY,15.0
14339,2074,NO,Martin L King Jr Way S,S Henderson St,47.5232830014,-122.279495949,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
14340,2075,NO,Renton Ave S,S Henderson St,47.5233765745,-122.276873692,Bus Stop,,,86.0,192.0,Dunlap,RAINIER VALLEY,15.0
14341,3500,,,,47.522394,-122.279391,Light Rail,Rainier Beach Station,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
14349,306,NO,S Kenyon St,Martin L King Jr Way S,47.5312793757,-122.280877979,Bus Stop,,,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
14350,314,NO,S Kenyon St,Martin L King Jr Way S,47.5318034186,-122.280451235,Bus Stop,,,85.0,185.0,Brighton,RAINIER VALLEY,15.0
14368,356,NO,48th Ave S,S Genesee St,47.5640314656,-122.273256011,Bus Stop,,,97.0,173.0,Seward Park,SEWARD PARK,16.0
14369,357,NO,46th Ave S,S Genesee St,47.5640238907,-122.275419011,Bus Stop,,,97.0,173.0,Seward Park,SEWARD PARK,16.0
14370,358,NO,45th Ave S,S Genesee St,47.5640181205,-122.277172226,Bus Stop,,,90.0,179.0,Columbia City,RAINIER VALLEY,15.0
14371,365,NO,45th Ave S,S Genesee St,47.5641547364,-122.27731576,Bus Stop,,,97.0,173.0,Seward Park,SEWARD PARK,16.0
14372,366,NO,47th Ave S,S Genesee St,47.5641631918,-122.274812549,Bus Stop,,,97.0,173.0,Seward Park,SEWARD PARK,16.0
14373,367,NO,48th Ave S,S Genesee St,47.5641683846,-122.273302626,Bus Stop,,,97.0,173.0,Seward Park,SEWARD PARK,16.0
14374,368,NO,50th Ave S,S Genesee St,47.5641740906,-122.271444086,Bus Stop,,,97.0,173.0,Seward Park,SEWARD PARK,16.0
14409,945,NO,23rd Ave SW,22nd Ave SW,47.5608850931,-122.361504191,Bus Stop,,,92.0,174.0,North Delridge,DELRIDGE,20.0
14410,946,NO,23rd Ave SW,22nd Ave SW,47.5608602736,-122.361260852,Bus Stop,,,92.0,174.0,North Delridge,DELRIDGE,20.0
14545,1642,NO,SW Hudson St,Delridge Way SW,47.5574061923,-122.362802988,Bus Stop,,,92.0,174.0,North Delridge,DELRIDGE,20.0
14581,355,NO,S Genesee St,50th Ave S,47.5638053883,-122.270811292,Bus Stop,,,97.0,173.0,Seward Park,SEWARD PARK,16.0
14588,1640,NO,SW 100th St,44th Ave SW,47.5134964941,-122.388684378,Bus Stop,,,75.0,193.0,Arbor Heights,WEST SEATTLE,19.0
14589,1661,NO,42nd Ave SW,SW 100th St,47.5138371904,-122.386069668,Bus Stop,,,75.0,193.0,Arbor Heights,WEST SEATTLE,19.0
14624,369,NO,S Oregon St,50th Ave S,47.5631535201,-122.270604553,Bus Stop,,,97.0,173.0,Seward Park,SEWARD PARK,16.0
14707,354,NO,S Snoqualmie St,50th Ave S,47.5618389296,-122.270798542,Bus Stop,,,97.0,173.0,Seward Park,SEWARD PARK,16.0
14798,3345,,,,47.53074,-122.284905,Elementary Schools,Wing Luke,3701 S Kenyon St,83.0,183.0,South Beacon Hill,BEACON HILL,17.0
14989,1643,NO,SW Brandon St,Delridge Way SW,47.5536332799,-122.362847938,Bus Stop,,,93.0,180.0,Riverview,DELRIDGE,20.0
14990,1951,NO,SW Brandon St,Delridge Way SW,47.5534700835,-122.363052689,Bus Stop,,,94.0,182.0,High Point,DELRIDGE,20.0
15068,3470,,,,47.553047,-122.363319,Libraries,Delridge,5423 DELRIDGE WAY SW,94.0,182.0,High Point,DELRIDGE,20.0
